"block","agegrp","sex","oud","all_types_overdose_cycle52","all_types_overdose_cycle104","all_types_overdose_cycle156"
"Buprenorphine","92_93","Male","Active_Injection",0.000768968704801971,0.00112939673092116,0.0015581595630533
"Buprenorphine","92_93","Female","Active_Noninjection",0.000138889553678794,0.000173825505309499,8.40831581949665e-05
"Buprenorphine","92_93","Female","Active_Injection",0.00083631252165946,0.00104667660614934,0.000506300122626575
"Buprenorphine","94_95","Male","Active_Noninjection",0.000127705513712725,0.000187563146337538,0.000258769396210164
"Buprenorphine","94_95","Male","Active_Injection",0.000768968704801971,0.00112939673092116,0.0015581595630533
"Buprenorphine","94_95","Female","Active_Noninjection",0.000138889553678794,0.000173825505309499,8.40831581949665e-05
"Buprenorphine","94_95","Female","Active_Injection",0.00083631252165946,0.00104667660614934,0.000506300122626575
"Buprenorphine","96_97","Male","Active_Noninjection",0.000127705513712725,0.000187563146337538,0.000258769396210164
"Buprenorphine","96_97","Male","Active_Injection",0.000768968704801971,0.00112939673092116,0.0015581595630533
"Buprenorphine","96_97","Female","Active_Noninjection",0.000138889553678794,0.000173825505309499,8.40831581949665e-05
"Buprenorphine","96_97","Female","Active_Injection",0.00083631252165946,0.00104667660614934,0.000506300122626575
"Buprenorphine","98_99","Male","Active_Noninjection",0.000127705513712725,0.000187563146337538,0.000258769396210164
"Buprenorphine","98_99","Male","Active_Injection",0.000768968704801971,0.00112939673092116,0.0015581595630533
"Buprenorphine","98_99","Female","Active_Noninjection",0.000138889553678794,0.000173825505309499,8.40831581949665e-05
"Buprenorphine","98_99","Female","Active_Injection",0.00083631252165946,0.00104667660614934,0.000506300122626575
"Naltrexone","10_11","Male","Active_Noninjection",6.0956831280554e-05,0.000222880754595291,7.67323543081731e-05
"Naltrexone","10_11","Male","Active_Injection",0.000367046764355711,0.00134205893076759,0.000462037835276974
"Naltrexone","10_11","Female","Active_Noninjection",8.82280312046308e-05,0.000249418681384816,0.000227132526693481
"Naltrexone","10_11","Female","Active_Injection",0.000531258149395724,0.00150185496931121,0.00136766064198903
"Naltrexone","12_13","Male","Active_Noninjection",6.0956831280554e-05,0.000222880754595291,7.67323543081731e-05
"Naltrexone","12_13","Male","Active_Injection",0.000367046764355711,0.00134205893076759,0.000462037835276974
"Naltrexone","12_13","Female","Active_Noninjection",8.82280312046308e-05,0.000249418681384816,0.000227132526693481
"Naltrexone","12_13","Female","Active_Injection",0.000531258149395724,0.00150185496931121,0.00136766064198903
"Naltrexone","14_15","Male","Active_Noninjection",6.0956831280554e-05,0.000222880754595291,7.67323543081731e-05
"Naltrexone","14_15","Male","Active_Injection",0.000367046764355711,0.00134205893076759,0.000462037835276974
"Naltrexone","14_15","Female","Active_Noninjection",8.82280312046308e-05,0.000249418681384816,0.000227132526693481
"Naltrexone","14_15","Female","Active_Injection",0.000531258149395724,0.00150185496931121,0.00136766064198903
"Naltrexone","16_17","Male","Active_Noninjection",6.0956831280554e-05,0.000222880754595291,7.67323543081731e-05
"Naltrexone","16_17","Male","Active_Injection",0.000367046764355711,0.00134205893076759,0.000462037835276974
"Naltrexone","16_17","Female","Active_Noninjection",8.82280312046308e-05,0.000249418681384816,0.000227132526693481
"Naltrexone","16_17","Female","Active_Injection",0.000531258149395724,0.00150185496931121,0.00136766064198903
"Naltrexone","18_19","Male","Active_Noninjection",6.0956831280554e-05,0.000222880754595291,7.67323543081731e-05
"Naltrexone","18_19","Male","Active_Injection",0.000367046764355711,0.00134205893076759,0.000462037835276974
"Naltrexone","18_19","Female","Active_Noninjection",8.82280312046308e-05,0.000249418681384816,0.000227132526693481
"Naltrexone","18_19","Female","Active_Injection",0.000531258149395724,0.00150185496931121,0.00136766064198903
"Naltrexone","20_21","Male","Active_Noninjection",0.000750904047832247,0.000529846041958659,0.000437480156987683
"Naltrexone","20_21","Male","Active_Injection",0.00452150965377294,0.0031904262610456,0.00263425235070221
"Naltrexone","20_21","Female","Active_Noninjection",0.000846867379112932,0.000646956736631325,0.000422964347510021
"Naltrexone","20_21","Female","Active_Injection",0.00509934530407529,0.00389559909644471,0.00254684654582601
"Naltrexone","22_23","Male","Active_Noninjection",0.000750904047832247,0.000529846041958659,0.000437480156987683
"Naltrexone","22_23","Male","Active_Injection",0.00452150965377294,0.0031904262610456,0.00263425235070221
"Naltrexone","22_23","Female","Active_Noninjection",0.000846867379112932,0.000646956736631325,0.000422964347510021
"Naltrexone","22_23","Female","Active_Injection",0.00509934530407529,0.00389559909644471,0.00254684654582601
"Naltrexone","24_25","Male","Active_Noninjection",0.0005028134628025,0.000470446953855295,0.000417019982905096
"Naltrexone","24_25","Male","Active_Injection",0.0030276517121884,0.00283275932469068,0.00251105302197391
"Naltrexone","24_25","Female","Active_Noninjection",0.000524670264267495,0.000437978428166834,0.000355591039778658
"Naltrexone","24_25","Female","Active_Injection",0.00315926072283346,0.00263725265141072,0.00214116347327714
"Naltrexone","26_27","Male","Active_Noninjection",0.000254722877772752,0.00041104786575193,0.000396559808822508
"Naltrexone","26_27","Male","Active_Injection",0.00153379377060386,0.00247509238833576,0.00238785369324562
"Naltrexone","26_27","Female","Active_Noninjection",0.000202473149422059,0.000229000119702343,0.000288217732047295
"Naltrexone","26_27","Female","Active_Injection",0.00121917614159162,0.00137890620637673,0.00173548040072826
"Naltrexone","28_29","Male","Active_Noninjection",0.000254722877772752,0.00041104786575193,0.000396559808822508
"Naltrexone","28_29","Male","Active_Injection",0.00153379377060386,0.00247509238833576,0.00238785369324562
"Naltrexone","28_29","Female","Active_Noninjection",0.000202473149422059,0.000229000119702343,0.000288217732047295
"Naltrexone","28_29","Female","Active_Injection",0.00121917614159162,0.00137890620637673,0.00173548040072826
"Naltrexone","30_31","Male","Active_Noninjection",0.000254722877772752,0.00041104786575193,0.000396559808822508
"Naltrexone","30_31","Male","Active_Injection",0.00153379377060386,0.00247509238833576,0.00238785369324562
"Naltrexone","30_31","Female","Active_Noninjection",0.000202473149422059,0.000229000119702343,0.000288217732047295
"Naltrexone","30_31","Female","Active_Injection",0.00121917614159162,0.00137890620637673,0.00173548040072826
"Naltrexone","32_33","Male","Active_Noninjection",0.000254722877772752,0.00041104786575193,0.000396559808822508
"Naltrexone","32_33","Male","Active_Injection",0.00153379377060386,0.00247509238833576,0.00238785369324562
"Naltrexone","32_33","Female","Active_Noninjection",0.000202473149422059,0.000229000119702343,0.000288217732047295
"Naltrexone","32_33","Female","Active_Injection",0.00121917614159162,0.00137890620637673,0.00173548040072826
"Naltrexone","34_35","Male","Active_Noninjection",0.000254722877772752,0.00041104786575193,0.000396559808822508
"Naltrexone","34_35","Male","Active_Injection",0.00153379377060386,0.00247509238833576,0.00238785369324562
"Naltrexone","34_35","Female","Active_Noninjection",0.000202473149422059,0.000229000119702343,0.000288217732047295
"Naltrexone","34_35","Female","Active_Injection",0.00121917614159162,0.00137890620637673,0.00173548040072826
"Naltrexone","36_37","Male","Active_Noninjection",0.000254722877772752,0.00041104786575193,0.000396559808822508
"Naltrexone","36_37","Male","Active_Injection",0.00153379377060386,0.00247509238833576,0.00238785369324562
"Naltrexone","36_37","Female","Active_Noninjection",0.000202473149422059,0.000229000119702343,0.000288217732047295
"Naltrexone","36_37","Female","Active_Injection",0.00121917614159162,0.00137890620637673,0.00173548040072826
"Naltrexone","38_39","Male","Active_Noninjection",0.000254722877772752,0.00041104786575193,0.000396559808822508
"Naltrexone","38_39","Male","Active_Injection",0.00153379377060386,0.00247509238833576,0.00238785369324562
"Naltrexone","38_39","Female","Active_Noninjection",0.000202473149422059,0.000229000119702343,0.000288217732047295
"Naltrexone","38_39","Female","Active_Injection",0.00121917614159162,0.00137890620637673,0.00173548040072826
"Naltrexone","40_41","Male","Active_Noninjection",0.000169102260192138,0.000221355985232081,0.000342205143297846
"Naltrexone","40_41","Male","Active_Injection",0.00101823595723163,0.00133287765199378,0.00206056135062629
"Naltrexone","40_41","Female","Active_Noninjection",0.000165576983243778,0.000166737915145158,0.000303263350680794
"Naltrexone","40_41","Female","Active_Injection",0.000997008779404785,0.00100399923952365,0.00182607640975863
"Naltrexone","42_43","Male","Active_Noninjection",0.000169102260192138,0.000221355985232081,0.000342205143297846
"Naltrexone","42_43","Male","Active_Injection",0.00101823595723163,0.00133287765199378,0.00206056135062629
"Naltrexone","42_43","Female","Active_Noninjection",0.000165576983243778,0.000166737915145158,0.000303263350680794
"Naltrexone","42_43","Female","Active_Injection",0.000997008779404785,0.00100399923952365,0.00182607640975863
"Naltrexone","44_45","Male","Active_Noninjection",0.000169102260192138,0.000221355985232081,0.000342205143297846
"Naltrexone","44_45","Male","Active_Injection",0.00101823595723163,0.00133287765199378,0.00206056135062629
"Naltrexone","44_45","Female","Active_Noninjection",0.000165576983243778,0.000166737915145158,0.000303263350680794
"Naltrexone","44_45","Female","Active_Injection",0.000997008779404785,0.00100399923952365,0.00182607640975863
"Naltrexone","46_47","Male","Active_Noninjection",0.000169102260192138,0.000221355985232081,0.000342205143297846
"Naltrexone","46_47","Male","Active_Injection",0.00101823595723163,0.00133287765199378,0.00206056135062629
"Naltrexone","46_47","Female","Active_Noninjection",0.000165576983243778,0.000166737915145158,0.000303263350680794
"Naltrexone","46_47","Female","Active_Injection",0.000997008779404785,0.00100399923952365,0.00182607640975863
"Naltrexone","48_49","Male","Active_Noninjection",0.000169102260192138,0.000221355985232081,0.000342205143297846
"Naltrexone","48_49","Male","Active_Injection",0.00101823595723163,0.00133287765199378,0.00206056135062629
"Naltrexone","48_49","Female","Active_Noninjection",0.000165576983243778,0.000166737915145158,0.000303263350680794
"Naltrexone","48_49","Female","Active_Injection",0.000997008779404785,0.00100399923952365,0.00182607640975863
"Naltrexone","50_51","Male","Active_Noninjection",0.000169102260192138,0.000221355985232081,0.000342205143297846
"Naltrexone","50_51","Male","Active_Injection",0.00101823595723163,0.00133287765199378,0.00206056135062629
"Naltrexone","50_51","Female","Active_Noninjection",0.000165576983243778,0.000166737915145158,0.000303263350680794
"Naltrexone","50_51","Female","Active_Injection",0.000997008779404785,0.00100399923952365,0.00182607640975863
"Naltrexone","52_53","Male","Active_Noninjection",0.000169102260192138,0.000221355985232081,0.000342205143297846
"Naltrexone","52_53","Male","Active_Injection",0.00101823595723163,0.00133287765199378,0.00206056135062629
"Naltrexone","52_53","Female","Active_Noninjection",0.000165576983243778,0.000166737915145158,0.000303263350680794
"Naltrexone","52_53","Female","Active_Injection",0.000997008779404785,0.00100399923952365,0.00182607640975863
"Naltrexone","54_55","Male","Active_Noninjection",0.000136878143932376,0.000187531521240213,0.000277132682505074
"Naltrexone","54_55","Male","Active_Injection",0.000824200976099971,0.00112920630288542,0.00166873264692085
"Naltrexone","54_55","Female","Active_Noninjection",0.000139698137774031,0.000154593522252645,0.000186084538449862
"Naltrexone","54_55","Female","Active_Injection",0.000841181347181248,0.000930872733066229,0.00112049340984095
"Naltrexone","56_57","Male","Active_Noninjection",0.000104654027672613,0.000153707057248344,0.000212060221712302
"Naltrexone","56_57","Male","Active_Injection",0.000630165994968312,0.000925534953777053,0.0012769039432154
"Naltrexone","56_57","Female","Active_Noninjection",0.000113819292304284,0.000142449129360133,6.8905726218929e-05
"Naltrexone","56_57","Female","Active_Injection",0.000685353914957711,0.000857746226608807,0.000414910409923273
"Naltrexone","58_59","Male","Active_Noninjection",0.000104654027672613,0.000153707057248344,0.000212060221712302
"Naltrexone","58_59","Male","Active_Injection",0.000630165994968312,0.000925534953777053,0.0012769039432154
"Naltrexone","58_59","Female","Active_Noninjection",0.000113819292304284,0.000142449129360133,6.8905726218929e-05
"Naltrexone","58_59","Female","Active_Injection",0.000685353914957711,0.000857746226608807,0.000414910409923273
"Naltrexone","60_61","Male","Active_Noninjection",0.000104654027672613,0.000153707057248344,0.000212060221712302
"Naltrexone","60_61","Male","Active_Injection",0.000630165994968312,0.000925534953777053,0.0012769039432154
"Naltrexone","60_61","Female","Active_Noninjection",0.000113819292304284,0.000142449129360133,6.8905726218929e-05
"Naltrexone","60_61","Female","Active_Injection",0.000685353914957711,0.000857746226608807,0.000414910409923273
