agegrp,sex,number_of_new_comers_cycle52,number_of_new_comers_cycle104,number_of_new_comers_cycle156
10_14,Male,10.0132629414941,17.1388645888322,129.986441221492
10_14,Female,5.28450682988297,7.33052591651669,37.6500701309956
15_19,Male,10.0132629414941,17.1388645888322,129.986441221492
15_19,Female,5.28450682988297,7.33052591651669,37.6500701309956
20_24,Male,24.3457814653466,33.3119363463307,167.863661096867
20_24,Female,8.29726072367237,15.0252032284543,107.1011044752
25_29,Male,10.9687641764176,17.0913665807338,135.267672778328
25_29,Female,3.31500428442844,4.64688845895821,82.8528692626283
30_34,Male,10.9687641764176,17.0913665807338,135.267672778328
30_34,Female,3.31500428442844,4.64688845895821,82.8528692626283
35_39,Male,1.361751759976,2.97654184083183,19.3834448537655
35_39,Female,0.533000688868887,2.02658167886423,8.06381592549227
40_44,Male,1.361751759976,2.97654184083183,19.3834448537655
40_44,Female,0.533000688868887,2.02658167886423,8.06381592549227
45_49,Male,1.361751759976,2.97654184083183,19.3834448537655
45_49,Female,0.533000688868887,2.02658167886423,8.06381592549227
50_54,Male,0,0.259655777604479,0.692806720359195
50_54,Female,0,0,0
55_59,Male,0,0.259655777604479,0.692806720359195
55_59,Female,0,0,0
60_64,Male,0,0.259655777604479,0.692806720359195
60_64,Female,0,0,0
65_69,Male,0,0.259655777604479,0.692806720359195
65_69,Female,0,0,0
70_74,Male,0,0.259655777604479,0.692806720359195
70_74,Female,0,0,0
75_79,Male,0,0.259655777604479,0.692806720359195
75_79,Female,0,0,0
80_84,Male,0,0.259655777604479,0.692806720359195
80_84,Female,0,0,0
85_89,Male,0,0.259655777604479,0.692806720359195
85_89,Female,0,0,0
90_94,Male,0,0.259655777604479,0.692806720359195
90_94,Female,0,0,0
95_99,Male,0,0.259655777604479,0.692806720359195
95_99,Female,0,0,0
