"block","agegrp","sex","initial_status","to_Active_Noninjection","to_Active_Injection","to_Nonactive_Noninjection","to_Nonactive_Injection"
"No_Treatment","72_73","Male","Active_Injection",0.000645587909617889,0.998878294934592,0,0.000476117155789714
"No_Treatment","72_73","Male","Nonactive_Noninjection",0.00370627067580778,9.63214233448135e-05,0.996197407900847,0
"No_Treatment","72_73","Male","Nonactive_Injection",0.000175281359875204,0.00248415065647115,0,0.997340567983654
"No_Treatment","72_73","Female","Active_Noninjection",0.997677808132801,0.00119641746049578,0.00112577440670294,0
"No_Treatment","72_73","Female","Active_Injection",0.000645587909617889,0.998878294934592,0,0.000476117155789714
"No_Treatment","72_73","Female","Nonactive_Noninjection",0.00370627067580778,9.63214233448135e-05,0.996197407900847,0
"No_Treatment","72_73","Female","Nonactive_Injection",0.000175281359875204,0.00248415065647115,0,0.997340567983654
"No_Treatment","74_75","Male","Active_Noninjection",0.997677808132801,0.00119641746049578,0.00112577440670294,0
"No_Treatment","74_75","Male","Active_Injection",0.000645587909617889,0.998878294934592,0,0.000476117155789714
"No_Treatment","74_75","Male","Nonactive_Noninjection",0.00370627067580778,9.63214233448135e-05,0.996197407900847,0
