"block","agegrp","sex","oud","SMR"
"Naltrexone","32_33","Male","Active_Noninjection",1.79
"Naltrexone","32_33","Male","Active_Injection",4.4126
"Naltrexone","32_33","Male","Nonactive_Noninjection",1.8261
"Naltrexone","32_33","Male","Nonactive_Injection",4.5889
"Naltrexone","32_33","Female","Active_Noninjection",2.2898
"Naltrexone","32_33","Female","Active_Injection",5.6707
"Naltrexone","32_33","Female","Nonactive_Noninjection",2.3022
"Naltrexone","32_33","Female","Nonactive_Injection",5.6192
"Naltrexone","34_35","Male","Active_Noninjection",1.79
"Naltrexone","34_35","Male","Active_Injection",4.4126
"Naltrexone","34_35","Male","Nonactive_Noninjection",1.8261
"Naltrexone","34_35","Male","Nonactive_Injection",4.5889
"Naltrexone","34_35","Female","Active_Noninjection",2.2898
"Naltrexone","34_35","Female","Active_Injection",5.6707
"Naltrexone","34_35","Female","Nonactive_Noninjection",2.3022
"Naltrexone","34_35","Female","Nonactive_Injection",5.6192
"Naltrexone","36_37","Male","Active_Noninjection",1.79
"Naltrexone","36_37","Male","Active_Injection",4.4126
"Naltrexone","36_37","Male","Nonactive_Noninjection",1.8261
"Naltrexone","36_37","Male","Nonactive_Injection",4.5889
"Naltrexone","36_37","Female","Active_Noninjection",2.2898
"Naltrexone","36_37","Female","Active_Injection",5.6707
"Naltrexone","36_37","Female","Nonactive_Noninjection",2.3022
"Naltrexone","36_37","Female","Nonactive_Injection",5.6192
"Naltrexone","38_39","Male","Active_Noninjection",1.79
"Naltrexone","38_39","Male","Active_Injection",4.4126
"Naltrexone","38_39","Male","Nonactive_Noninjection",1.8261
"Naltrexone","38_39","Male","Nonactive_Injection",4.5889
"Naltrexone","38_39","Female","Active_Noninjection",2.2898
"Naltrexone","38_39","Female","Active_Injection",5.6707
"Naltrexone","38_39","Female","Nonactive_Noninjection",2.3022
"Naltrexone","38_39","Female","Nonactive_Injection",5.6192
"Naltrexone","40_41","Male","Active_Noninjection",1.79
"Naltrexone","40_41","Male","Active_Injection",4.4126
"Naltrexone","40_41","Male","Nonactive_Noninjection",1.8261
"Naltrexone","40_41","Male","Nonactive_Injection",4.5889
"Naltrexone","40_41","Female","Active_Noninjection",2.2898
"Naltrexone","40_41","Female","Active_Injection",5.6707
"Naltrexone","40_41","Female","Nonactive_Noninjection",2.3022
"Naltrexone","40_41","Female","Nonactive_Injection",5.6192
"Naltrexone","42_43","Male","Active_Noninjection",1.79
"Naltrexone","42_43","Male","Active_Injection",4.4126
"Naltrexone","42_43","Male","Nonactive_Noninjection",1.8261
"Naltrexone","42_43","Male","Nonactive_Injection",4.5889
"Naltrexone","42_43","Female","Active_Noninjection",2.2898
"Naltrexone","42_43","Female","Active_Injection",5.6707
"Naltrexone","42_43","Female","Nonactive_Noninjection",2.3022
"Naltrexone","42_43","Female","Nonactive_Injection",5.6192
"Naltrexone","44_45","Male","Active_Noninjection",1.79
"Naltrexone","44_45","Male","Active_Injection",4.4126
"Naltrexone","44_45","Male","Nonactive_Noninjection",1.8261
"Naltrexone","44_45","Male","Nonactive_Injection",4.5889
"Naltrexone","44_45","Female","Active_Noninjection",2.2898
"Naltrexone","44_45","Female","Active_Injection",5.6707
"Naltrexone","44_45","Female","Nonactive_Noninjection",2.3022
"Naltrexone","44_45","Female","Nonactive_Injection",5.6192
"Naltrexone","46_47","Male","Active_Noninjection",1.79
"Naltrexone","46_47","Male","Active_Injection",4.4126
"Naltrexone","46_47","Male","Nonactive_Noninjection",1.8261
"Naltrexone","46_47","Male","Nonactive_Injection",4.5889
"Naltrexone","46_47","Female","Active_Noninjection",2.2898
"Naltrexone","46_47","Female","Active_Injection",5.6707
"Naltrexone","46_47","Female","Nonactive_Noninjection",2.3022
"Naltrexone","46_47","Female","Nonactive_Injection",5.6192
"Naltrexone","48_49","Male","Active_Noninjection",1.79
"Naltrexone","48_49","Male","Active_Injection",4.4126
"Naltrexone","48_49","Male","Nonactive_Noninjection",1.8261
"Naltrexone","48_49","Male","Nonactive_Injection",4.5889
"Naltrexone","48_49","Female","Active_Noninjection",2.2898
"Naltrexone","48_49","Female","Active_Injection",5.6707
"Naltrexone","48_49","Female","Nonactive_Noninjection",2.3022
"Naltrexone","48_49","Female","Nonactive_Injection",5.6192
"Naltrexone","50_51","Male","Active_Noninjection",1.79
"Naltrexone","50_51","Male","Active_Injection",4.4126
"Naltrexone","50_51","Male","Nonactive_Noninjection",1.8261
"Naltrexone","50_51","Male","Nonactive_Injection",4.5889
"Naltrexone","50_51","Female","Active_Noninjection",2.2898
"Naltrexone","50_51","Female","Active_Injection",5.6707
"Naltrexone","50_51","Female","Nonactive_Noninjection",2.3022
"Naltrexone","50_51","Female","Nonactive_Injection",5.6192
"Naltrexone","52_53","Male","Active_Noninjection",1.79
"Naltrexone","52_53","Male","Active_Injection",4.4126
"Naltrexone","52_53","Male","Nonactive_Noninjection",1.8261
"Naltrexone","52_53","Male","Nonactive_Injection",4.5889
"Naltrexone","52_53","Female","Active_Noninjection",2.2898
"Naltrexone","52_53","Female","Active_Injection",5.6707
"Naltrexone","52_53","Female","Nonactive_Noninjection",2.3022
"Naltrexone","52_53","Female","Nonactive_Injection",5.6192
"Naltrexone","54_55","Male","Active_Noninjection",1.79
"Naltrexone","54_55","Male","Active_Injection",4.4126
"Naltrexone","54_55","Male","Nonactive_Noninjection",1.8261
"Naltrexone","54_55","Male","Nonactive_Injection",4.5889
"Naltrexone","54_55","Female","Active_Noninjection",2.2898
"Naltrexone","54_55","Female","Active_Injection",5.6707
"Naltrexone","54_55","Female","Nonactive_Noninjection",2.3022
"Naltrexone","54_55","Female","Nonactive_Injection",5.6192
"Naltrexone","56_57","Male","Active_Noninjection",1.79
"Naltrexone","56_57","Male","Active_Injection",4.4126
"Naltrexone","56_57","Male","Nonactive_Noninjection",1.8261
"Naltrexone","56_57","Male","Nonactive_Injection",4.5889
"Naltrexone","56_57","Female","Active_Noninjection",2.2898
"Naltrexone","56_57","Female","Active_Injection",5.6707
"Naltrexone","56_57","Female","Nonactive_Noninjection",2.3022
"Naltrexone","56_57","Female","Nonactive_Injection",5.6192
"Naltrexone","58_59","Male","Active_Noninjection",1.79
"Naltrexone","58_59","Male","Active_Injection",4.4126
"Naltrexone","58_59","Male","Nonactive_Noninjection",1.8261
"Naltrexone","58_59","Male","Nonactive_Injection",4.5889
"Naltrexone","58_59","Female","Active_Noninjection",2.2898
"Naltrexone","58_59","Female","Active_Injection",5.6707
"Naltrexone","58_59","Female","Nonactive_Noninjection",2.3022
"Naltrexone","58_59","Female","Nonactive_Injection",5.6192
"Naltrexone","60_61","Male","Active_Noninjection",1.79
"Naltrexone","60_61","Male","Active_Injection",4.4126
"Naltrexone","60_61","Male","Nonactive_Noninjection",1.8261
"Naltrexone","60_61","Male","Nonactive_Injection",4.5889
"Naltrexone","60_61","Female","Active_Noninjection",2.2898
"Naltrexone","60_61","Female","Active_Injection",5.6707
"Naltrexone","60_61","Female","Nonactive_Noninjection",2.3022
"Naltrexone","60_61","Female","Nonactive_Injection",5.6192
"Naltrexone","62_63","Male","Active_Noninjection",1.79
"Naltrexone","62_63","Male","Active_Injection",4.4126
"Naltrexone","62_63","Male","Nonactive_Noninjection",1.8261
"Naltrexone","62_63","Male","Nonactive_Injection",4.5889
"Naltrexone","62_63","Female","Active_Noninjection",2.2898
"Naltrexone","62_63","Female","Active_Injection",5.6707
"Naltrexone","62_63","Female","Nonactive_Noninjection",2.3022
"Naltrexone","62_63","Female","Nonactive_Injection",5.6192
"Naltrexone","64_65","Male","Active_Noninjection",1.79
"Naltrexone","64_65","Male","Active_Injection",4.4126
"Naltrexone","64_65","Male","Nonactive_Noninjection",1.8261
"Naltrexone","64_65","Male","Nonactive_Injection",4.5889
"Naltrexone","64_65","Female","Active_Noninjection",2.2898
"Naltrexone","64_65","Female","Active_Injection",5.6707
"Naltrexone","64_65","Female","Nonactive_Noninjection",2.3022
"Naltrexone","64_65","Female","Nonactive_Injection",5.6192
"Naltrexone","66_67","Male","Active_Noninjection",1.79
"Naltrexone","66_67","Male","Active_Injection",4.4126
"Naltrexone","66_67","Male","Nonactive_Noninjection",1.8261
"Naltrexone","66_67","Male","Nonactive_Injection",4.5889
"Naltrexone","66_67","Female","Active_Noninjection",2.2898
"Naltrexone","66_67","Female","Active_Injection",5.6707
"Naltrexone","66_67","Female","Nonactive_Noninjection",2.3022
"Naltrexone","66_67","Female","Nonactive_Injection",5.6192
"Naltrexone","68_69","Male","Active_Noninjection",1.79
"Naltrexone","68_69","Male","Active_Injection",4.4126
"Naltrexone","68_69","Male","Nonactive_Noninjection",1.8261
"Naltrexone","68_69","Male","Nonactive_Injection",4.5889
"Naltrexone","68_69","Female","Active_Noninjection",2.2898
"Naltrexone","68_69","Female","Active_Injection",5.6707
"Naltrexone","68_69","Female","Nonactive_Noninjection",2.3022
"Naltrexone","68_69","Female","Nonactive_Injection",5.6192
"Naltrexone","70_71","Male","Active_Noninjection",1.79
"Naltrexone","70_71","Male","Active_Injection",4.4126
"Naltrexone","70_71","Male","Nonactive_Noninjection",1.8261
"Naltrexone","70_71","Male","Nonactive_Injection",4.5889
"Naltrexone","70_71","Female","Active_Noninjection",2.2898
"Naltrexone","70_71","Female","Active_Injection",5.6707
"Naltrexone","70_71","Female","Nonactive_Noninjection",2.3022
"Naltrexone","70_71","Female","Nonactive_Injection",5.6192
"Naltrexone","72_73","Male","Active_Noninjection",1.79
"Naltrexone","72_73","Male","Active_Injection",4.4126
"Naltrexone","72_73","Male","Nonactive_Noninjection",1.8261
"Naltrexone","72_73","Male","Nonactive_Injection",4.5889
"Naltrexone","72_73","Female","Active_Noninjection",2.2898
"Naltrexone","72_73","Female","Active_Injection",5.6707
"Naltrexone","72_73","Female","Nonactive_Noninjection",2.3022
"Naltrexone","72_73","Female","Nonactive_Injection",5.6192
"Naltrexone","74_75","Male","Active_Noninjection",1.79
"Naltrexone","74_75","Male","Active_Injection",4.4126
"Naltrexone","74_75","Male","Nonactive_Noninjection",1.8261
"Naltrexone","74_75","Male","Nonactive_Injection",4.5889
"Naltrexone","74_75","Female","Active_Noninjection",2.2898
"Naltrexone","74_75","Female","Active_Injection",5.6707
"Naltrexone","74_75","Female","Nonactive_Noninjection",2.3022
"Naltrexone","74_75","Female","Nonactive_Injection",5.6192
"Naltrexone","76_77","Male","Active_Noninjection",1.79
"Naltrexone","76_77","Male","Active_Injection",4.4126
"Naltrexone","76_77","Male","Nonactive_Noninjection",1.8261
"Naltrexone","76_77","Male","Nonactive_Injection",4.5889
"Naltrexone","76_77","Female","Active_Noninjection",2.2898
"Naltrexone","76_77","Female","Active_Injection",5.6707
"Naltrexone","76_77","Female","Nonactive_Noninjection",2.3022
"Naltrexone","76_77","Female","Nonactive_Injection",5.6192
"Naltrexone","78_79","Male","Active_Noninjection",1.79
"Naltrexone","78_79","Male","Active_Injection",4.4126
"Naltrexone","78_79","Male","Nonactive_Noninjection",1.8261
"Naltrexone","78_79","Male","Nonactive_Injection",4.5889
"Naltrexone","78_79","Female","Active_Noninjection",2.2898
"Naltrexone","78_79","Female","Active_Injection",5.6707
"Naltrexone","78_79","Female","Nonactive_Noninjection",2.3022
"Naltrexone","78_79","Female","Nonactive_Injection",5.6192
"Naltrexone","80_81","Male","Active_Noninjection",1.79
"Naltrexone","80_81","Male","Active_Injection",4.4126
"Naltrexone","80_81","Male","Nonactive_Noninjection",1.8261
"Naltrexone","80_81","Male","Nonactive_Injection",4.5889
"Naltrexone","80_81","Female","Active_Noninjection",2.2898
"Naltrexone","80_81","Female","Active_Injection",5.6707
"Naltrexone","80_81","Female","Nonactive_Noninjection",2.3022
"Naltrexone","80_81","Female","Nonactive_Injection",5.6192
"Naltrexone","82_83","Male","Active_Noninjection",1.79
"Naltrexone","82_83","Male","Active_Injection",4.4126
"Naltrexone","82_83","Male","Nonactive_Noninjection",1.8261
"Naltrexone","82_83","Male","Nonactive_Injection",4.5889
"Naltrexone","82_83","Female","Active_Noninjection",2.2898
"Naltrexone","82_83","Female","Active_Injection",5.6707
"Naltrexone","82_83","Female","Nonactive_Noninjection",2.3022
"Naltrexone","82_83","Female","Nonactive_Injection",5.6192
"Naltrexone","84_85","Male","Active_Noninjection",1.79
"Naltrexone","84_85","Male","Active_Injection",4.4126
"Naltrexone","84_85","Male","Nonactive_Noninjection",1.8261
"Naltrexone","84_85","Male","Nonactive_Injection",4.5889
"Naltrexone","84_85","Female","Active_Noninjection",2.2898
"Naltrexone","84_85","Female","Active_Injection",5.6707
"Naltrexone","84_85","Female","Nonactive_Noninjection",2.3022
"Naltrexone","84_85","Female","Nonactive_Injection",5.6192
"Naltrexone","86_87","Male","Active_Noninjection",1.79
"Naltrexone","86_87","Male","Active_Injection",4.4126
"Naltrexone","86_87","Male","Nonactive_Noninjection",1.8261
"Naltrexone","86_87","Male","Nonactive_Injection",4.5889
"Naltrexone","86_87","Female","Active_Noninjection",2.2898
"Naltrexone","86_87","Female","Active_Injection",5.6707
"Naltrexone","86_87","Female","Nonactive_Noninjection",2.3022
"Naltrexone","86_87","Female","Nonactive_Injection",5.6192
"Naltrexone","88_89","Male","Active_Noninjection",1.79
"Naltrexone","88_89","Male","Active_Injection",4.4126
"Naltrexone","88_89","Male","Nonactive_Noninjection",1.8261
"Naltrexone","88_89","Male","Nonactive_Injection",4.5889
"Naltrexone","88_89","Female","Active_Noninjection",2.2898
"Naltrexone","88_89","Female","Active_Injection",5.6707
"Naltrexone","88_89","Female","Nonactive_Noninjection",2.3022
"Naltrexone","88_89","Female","Nonactive_Injection",5.6192
"Naltrexone","90_91","Male","Active_Noninjection",1.79
"Naltrexone","90_91","Male","Active_Injection",4.4126
"Naltrexone","90_91","Male","Nonactive_Noninjection",1.8261
"Naltrexone","90_91","Male","Nonactive_Injection",4.5889
"Naltrexone","90_91","Female","Active_Noninjection",2.2898
"Naltrexone","90_91","Female","Active_Injection",5.6707
"Naltrexone","90_91","Female","Nonactive_Noninjection",2.3022
"Naltrexone","90_91","Female","Nonactive_Injection",5.6192
"Naltrexone","92_93","Male","Active_Noninjection",1.79
"Naltrexone","92_93","Male","Active_Injection",4.4126
"Naltrexone","92_93","Male","Nonactive_Noninjection",1.8261
"Naltrexone","92_93","Male","Nonactive_Injection",4.5889
"Naltrexone","92_93","Female","Active_Noninjection",2.2898
"Naltrexone","92_93","Female","Active_Injection",5.6707
"Naltrexone","92_93","Female","Nonactive_Noninjection",2.3022
"Naltrexone","92_93","Female","Nonactive_Injection",5.6192
"Naltrexone","94_95","Male","Active_Noninjection",1.79
"Naltrexone","94_95","Male","Active_Injection",4.4126
"Naltrexone","94_95","Male","Nonactive_Noninjection",1.8261
"Naltrexone","94_95","Male","Nonactive_Injection",4.5889
"Naltrexone","94_95","Female","Active_Noninjection",2.2898
"Naltrexone","94_95","Female","Active_Injection",5.6707
"Naltrexone","94_95","Female","Nonactive_Noninjection",2.3022
"Naltrexone","94_95","Female","Nonactive_Injection",5.6192
"Naltrexone","96_97","Male","Active_Noninjection",1.79
"Naltrexone","96_97","Male","Active_Injection",4.4126
"Naltrexone","96_97","Male","Nonactive_Noninjection",1.8261
"Naltrexone","96_97","Male","Nonactive_Injection",4.5889
"Naltrexone","96_97","Female","Active_Noninjection",2.2898
"Naltrexone","96_97","Female","Active_Injection",5.6707
"Naltrexone","96_97","Female","Nonactive_Noninjection",2.3022
"Naltrexone","96_97","Female","Nonactive_Injection",5.6192
"Naltrexone","98_99","Male","Active_Noninjection",1.79
"Naltrexone","98_99","Male","Active_Injection",4.4126
"Naltrexone","98_99","Male","Nonactive_Noninjection",1.8261
"Naltrexone","98_99","Male","Nonactive_Injection",4.5889
"Naltrexone","98_99","Female","Active_Noninjection",2.2898
"Naltrexone","98_99","Female","Active_Injection",5.6707
"Naltrexone","98_99","Female","Nonactive_Noninjection",2.3022
"Naltrexone","98_99","Female","Nonactive_Injection",5.6192
"Methadone","10_11","Male","Active_Noninjection",1.79
"Methadone","10_11","Male","Active_Injection",4.4126
"Methadone","10_11","Male","Nonactive_Noninjection",1.8261
"Methadone","10_11","Male","Nonactive_Injection",4.5889
"Methadone","10_11","Female","Active_Noninjection",2.2898
"Methadone","10_11","Female","Active_Injection",5.6707
"Methadone","10_11","Female","Nonactive_Noninjection",2.3022
"Methadone","10_11","Female","Nonactive_Injection",5.6192
"Methadone","12_13","Male","Active_Noninjection",1.79
"Methadone","12_13","Male","Active_Injection",4.4126
"Methadone","12_13","Male","Nonactive_Noninjection",1.8261
"Methadone","12_13","Male","Nonactive_Injection",4.5889
"Methadone","12_13","Female","Active_Noninjection",2.2898
"Methadone","12_13","Female","Active_Injection",5.6707
"Methadone","12_13","Female","Nonactive_Noninjection",2.3022
"Methadone","12_13","Female","Nonactive_Injection",5.6192
"Methadone","14_15","Male","Active_Noninjection",1.79
"Methadone","14_15","Male","Active_Injection",4.4126
"Methadone","14_15","Male","Nonactive_Noninjection",1.8261
"Methadone","14_15","Male","Nonactive_Injection",4.5889
"Methadone","14_15","Female","Active_Noninjection",2.2898
"Methadone","14_15","Female","Active_Injection",5.6707
"Methadone","14_15","Female","Nonactive_Noninjection",2.3022
"Methadone","14_15","Female","Nonactive_Injection",5.6192
"Methadone","16_17","Male","Active_Noninjection",1.79
"Methadone","16_17","Male","Active_Injection",4.4126
"Methadone","16_17","Male","Nonactive_Noninjection",1.8261
"Methadone","16_17","Male","Nonactive_Injection",4.5889
"Methadone","16_17","Female","Active_Noninjection",2.2898
"Methadone","16_17","Female","Active_Injection",5.6707
"Methadone","16_17","Female","Nonactive_Noninjection",2.3022
"Methadone","16_17","Female","Nonactive_Injection",5.6192
"Methadone","18_19","Male","Active_Noninjection",1.79
"Methadone","18_19","Male","Active_Injection",4.4126
"Methadone","18_19","Male","Nonactive_Noninjection",1.8261
"Methadone","18_19","Male","Nonactive_Injection",4.5889
"Methadone","18_19","Female","Active_Noninjection",2.2898
"Methadone","18_19","Female","Active_Injection",5.6707
"Methadone","18_19","Female","Nonactive_Noninjection",2.3022
"Methadone","18_19","Female","Nonactive_Injection",5.6192
"Methadone","20_21","Male","Active_Noninjection",1.79
"Methadone","20_21","Male","Active_Injection",4.4126
"Methadone","20_21","Male","Nonactive_Noninjection",1.8261
"Methadone","20_21","Male","Nonactive_Injection",4.5889
"Methadone","20_21","Female","Active_Noninjection",2.2898
"Methadone","20_21","Female","Active_Injection",5.6707
"Methadone","20_21","Female","Nonactive_Noninjection",2.3022
"Methadone","20_21","Female","Nonactive_Injection",5.6192
"Methadone","22_23","Male","Active_Noninjection",1.79
"Methadone","22_23","Male","Active_Injection",4.4126
"Methadone","22_23","Male","Nonactive_Noninjection",1.8261
"Methadone","22_23","Male","Nonactive_Injection",4.5889
"Methadone","22_23","Female","Active_Noninjection",2.2898
"Methadone","22_23","Female","Active_Injection",5.6707
"Methadone","22_23","Female","Nonactive_Noninjection",2.3022
"Methadone","22_23","Female","Nonactive_Injection",5.6192
"Methadone","24_25","Male","Active_Noninjection",1.79
"Methadone","24_25","Male","Active_Injection",4.4126
"Methadone","24_25","Male","Nonactive_Noninjection",1.8261
"Methadone","24_25","Male","Nonactive_Injection",4.5889
"Methadone","24_25","Female","Active_Noninjection",2.2898
"Methadone","24_25","Female","Active_Injection",5.6707
"Methadone","24_25","Female","Nonactive_Noninjection",2.3022
"Methadone","24_25","Female","Nonactive_Injection",5.6192
"Methadone","26_27","Male","Active_Noninjection",1.79
"Methadone","26_27","Male","Active_Injection",4.4126
"Methadone","26_27","Male","Nonactive_Noninjection",1.8261
"Methadone","26_27","Male","Nonactive_Injection",4.5889
"Methadone","26_27","Female","Active_Noninjection",2.2898
"Methadone","26_27","Female","Active_Injection",5.6707
"Methadone","26_27","Female","Nonactive_Noninjection",2.3022
"Methadone","26_27","Female","Nonactive_Injection",5.6192
"Methadone","28_29","Male","Active_Noninjection",1.79
"Methadone","28_29","Male","Active_Injection",4.4126
"Methadone","28_29","Male","Nonactive_Noninjection",1.8261
"Methadone","28_29","Male","Nonactive_Injection",4.5889
"Methadone","28_29","Female","Active_Noninjection",2.2898
"Methadone","28_29","Female","Active_Injection",5.6707
"Methadone","28_29","Female","Nonactive_Noninjection",2.3022
"Methadone","28_29","Female","Nonactive_Injection",5.6192
"Methadone","30_31","Male","Active_Noninjection",1.79
"Methadone","30_31","Male","Active_Injection",4.4126
"Methadone","30_31","Male","Nonactive_Noninjection",1.8261
"Methadone","30_31","Male","Nonactive_Injection",4.5889
"Methadone","30_31","Female","Active_Noninjection",2.2898
"Methadone","30_31","Female","Active_Injection",5.6707
"Methadone","30_31","Female","Nonactive_Noninjection",2.3022
"Methadone","30_31","Female","Nonactive_Injection",5.6192
"Methadone","32_33","Male","Active_Noninjection",1.79
"Methadone","32_33","Male","Active_Injection",4.4126
"Methadone","32_33","Male","Nonactive_Noninjection",1.8261
"Methadone","32_33","Male","Nonactive_Injection",4.5889
"Methadone","32_33","Female","Active_Noninjection",2.2898
"Methadone","32_33","Female","Active_Injection",5.6707
"Methadone","32_33","Female","Nonactive_Noninjection",2.3022
"Methadone","32_33","Female","Nonactive_Injection",5.6192
"Methadone","34_35","Male","Active_Noninjection",1.79
"Methadone","34_35","Male","Active_Injection",4.4126
"Methadone","34_35","Male","Nonactive_Noninjection",1.8261
"Methadone","34_35","Male","Nonactive_Injection",4.5889
"Methadone","34_35","Female","Active_Noninjection",2.2898
"Methadone","34_35","Female","Active_Injection",5.6707
"Methadone","34_35","Female","Nonactive_Noninjection",2.3022
"Methadone","34_35","Female","Nonactive_Injection",5.6192
"Methadone","36_37","Male","Active_Noninjection",1.79
"Methadone","36_37","Male","Active_Injection",4.4126
"Methadone","36_37","Male","Nonactive_Noninjection",1.8261
"Methadone","36_37","Male","Nonactive_Injection",4.5889
"Methadone","36_37","Female","Active_Noninjection",2.2898
"Methadone","36_37","Female","Active_Injection",5.6707
"Methadone","36_37","Female","Nonactive_Noninjection",2.3022
"Methadone","36_37","Female","Nonactive_Injection",5.6192
"Methadone","38_39","Male","Active_Noninjection",1.79
"Methadone","38_39","Male","Active_Injection",4.4126
"Methadone","38_39","Male","Nonactive_Noninjection",1.8261
"Methadone","38_39","Male","Nonactive_Injection",4.5889
"Methadone","38_39","Female","Active_Noninjection",2.2898
"Methadone","38_39","Female","Active_Injection",5.6707
"Methadone","38_39","Female","Nonactive_Noninjection",2.3022
"Methadone","38_39","Female","Nonactive_Injection",5.6192
"Methadone","40_41","Male","Active_Noninjection",1.79
"Methadone","40_41","Male","Active_Injection",4.4126
"Methadone","40_41","Male","Nonactive_Noninjection",1.8261
"Methadone","40_41","Male","Nonactive_Injection",4.5889
"Methadone","40_41","Female","Active_Noninjection",2.2898
"Methadone","40_41","Female","Active_Injection",5.6707
"Methadone","40_41","Female","Nonactive_Noninjection",2.3022
"Methadone","40_41","Female","Nonactive_Injection",5.6192
"Methadone","42_43","Male","Active_Noninjection",1.79
"Methadone","42_43","Male","Active_Injection",4.4126
"Methadone","42_43","Male","Nonactive_Noninjection",1.8261
"Methadone","42_43","Male","Nonactive_Injection",4.5889
"Methadone","42_43","Female","Active_Noninjection",2.2898
"Methadone","42_43","Female","Active_Injection",5.6707
"Methadone","42_43","Female","Nonactive_Noninjection",2.3022
"Methadone","42_43","Female","Nonactive_Injection",5.6192
"Methadone","44_45","Male","Active_Noninjection",1.79
"Methadone","44_45","Male","Active_Injection",4.4126
"Methadone","44_45","Male","Nonactive_Noninjection",1.8261
"Methadone","44_45","Male","Nonactive_Injection",4.5889
"Methadone","44_45","Female","Active_Noninjection",2.2898
"Methadone","44_45","Female","Active_Injection",5.6707
"Methadone","44_45","Female","Nonactive_Noninjection",2.3022
"Methadone","44_45","Female","Nonactive_Injection",5.6192
"Methadone","46_47","Male","Active_Noninjection",1.79
"Methadone","46_47","Male","Active_Injection",4.4126
"Methadone","46_47","Male","Nonactive_Noninjection",1.8261
"Methadone","46_47","Male","Nonactive_Injection",4.5889
"Methadone","46_47","Female","Active_Noninjection",2.2898
"Methadone","46_47","Female","Active_Injection",5.6707
"Methadone","46_47","Female","Nonactive_Noninjection",2.3022
"Methadone","46_47","Female","Nonactive_Injection",5.6192
"Methadone","48_49","Male","Active_Noninjection",1.79
"Methadone","48_49","Male","Active_Injection",4.4126
"Methadone","48_49","Male","Nonactive_Noninjection",1.8261
"Methadone","48_49","Male","Nonactive_Injection",4.5889
"Methadone","48_49","Female","Active_Noninjection",2.2898
"Methadone","48_49","Female","Active_Injection",5.6707
"Methadone","48_49","Female","Nonactive_Noninjection",2.3022
"Methadone","48_49","Female","Nonactive_Injection",5.6192
"Methadone","50_51","Male","Active_Noninjection",1.79
"Methadone","50_51","Male","Active_Injection",4.4126
"Methadone","50_51","Male","Nonactive_Noninjection",1.8261
"Methadone","50_51","Male","Nonactive_Injection",4.5889
"Methadone","50_51","Female","Active_Noninjection",2.2898
"Methadone","50_51","Female","Active_Injection",5.6707
"Methadone","50_51","Female","Nonactive_Noninjection",2.3022
"Methadone","50_51","Female","Nonactive_Injection",5.6192
"Methadone","52_53","Male","Active_Noninjection",1.79
"Methadone","52_53","Male","Active_Injection",4.4126
"Methadone","52_53","Male","Nonactive_Noninjection",1.8261
"Methadone","52_53","Male","Nonactive_Injection",4.5889
"Methadone","52_53","Female","Active_Noninjection",2.2898
"Methadone","52_53","Female","Active_Injection",5.6707
"Methadone","52_53","Female","Nonactive_Noninjection",2.3022
"Methadone","52_53","Female","Nonactive_Injection",5.6192
"Methadone","54_55","Male","Active_Noninjection",1.79
"Methadone","54_55","Male","Active_Injection",4.4126
"Methadone","54_55","Male","Nonactive_Noninjection",1.8261
"Methadone","54_55","Male","Nonactive_Injection",4.5889
"Methadone","54_55","Female","Active_Noninjection",2.2898
"Methadone","54_55","Female","Active_Injection",5.6707
"Methadone","54_55","Female","Nonactive_Noninjection",2.3022
"Methadone","54_55","Female","Nonactive_Injection",5.6192
"Methadone","56_57","Male","Active_Noninjection",1.79
"Methadone","56_57","Male","Active_Injection",4.4126
"Methadone","56_57","Male","Nonactive_Noninjection",1.8261
"Methadone","56_57","Male","Nonactive_Injection",4.5889
"Methadone","56_57","Female","Active_Noninjection",2.2898
"Methadone","56_57","Female","Active_Injection",5.6707
"Methadone","56_57","Female","Nonactive_Noninjection",2.3022
"Methadone","56_57","Female","Nonactive_Injection",5.6192
"Methadone","58_59","Male","Active_Noninjection",1.79
"Methadone","58_59","Male","Active_Injection",4.4126
"Methadone","58_59","Male","Nonactive_Noninjection",1.8261
"Methadone","58_59","Male","Nonactive_Injection",4.5889
"Methadone","58_59","Female","Active_Noninjection",2.2898
"Methadone","58_59","Female","Active_Injection",5.6707
"Methadone","58_59","Female","Nonactive_Noninjection",2.3022
"Methadone","58_59","Female","Nonactive_Injection",5.6192
"Methadone","60_61","Male","Active_Noninjection",1.79
"Methadone","60_61","Male","Active_Injection",4.4126
"Methadone","60_61","Male","Nonactive_Noninjection",1.8261
"Methadone","60_61","Male","Nonactive_Injection",4.5889
"Methadone","60_61","Female","Active_Noninjection",2.2898
"Methadone","60_61","Female","Active_Injection",5.6707
"Methadone","60_61","Female","Nonactive_Noninjection",2.3022
"Methadone","60_61","Female","Nonactive_Injection",5.6192
"Methadone","62_63","Male","Active_Noninjection",1.79
"Methadone","62_63","Male","Active_Injection",4.4126
"Methadone","62_63","Male","Nonactive_Noninjection",1.8261
"Methadone","62_63","Male","Nonactive_Injection",4.5889
"Methadone","62_63","Female","Active_Noninjection",2.2898
"Methadone","62_63","Female","Active_Injection",5.6707
"Methadone","62_63","Female","Nonactive_Noninjection",2.3022
"Methadone","62_63","Female","Nonactive_Injection",5.6192
"Methadone","64_65","Male","Active_Noninjection",1.79
"Methadone","64_65","Male","Active_Injection",4.4126
