"block","agegrp","sex","oud","SMR"
"Buprenorphine","36_37","Female","Nonactive_Noninjection",2.3022
"Buprenorphine","36_37","Female","Nonactive_Injection",5.6192
"Buprenorphine","38_39","Male","Active_Noninjection",1.79
"Buprenorphine","38_39","Male","Active_Injection",4.4126
"Buprenorphine","38_39","Male","Nonactive_Noninjection",1.8261
"Buprenorphine","38_39","Male","Nonactive_Injection",4.5889
"Buprenorphine","38_39","Female","Active_Noninjection",2.2898
"Buprenorphine","38_39","Female","Active_Injection",5.6707
"Buprenorphine","38_39","Female","Nonactive_Noninjection",2.3022
"Buprenorphine","38_39","Female","Nonactive_Injection",5.6192
"Buprenorphine","40_41","Male","Active_Noninjection",1.79
"Buprenorphine","40_41","Male","Active_Injection",4.4126
"Buprenorphine","40_41","Male","Nonactive_Noninjection",1.8261
"Buprenorphine","40_41","Male","Nonactive_Injection",4.5889
"Buprenorphine","40_41","Female","Active_Noninjection",2.2898
"Buprenorphine","40_41","Female","Active_Injection",5.6707
"Buprenorphine","40_41","Female","Nonactive_Noninjection",2.3022
"Buprenorphine","40_41","Female","Nonactive_Injection",5.6192
"Buprenorphine","42_43","Male","Active_Noninjection",1.79
"Buprenorphine","42_43","Male","Active_Injection",4.4126
"Buprenorphine","42_43","Male","Nonactive_Noninjection",1.8261
"Buprenorphine","42_43","Male","Nonactive_Injection",4.5889
"Buprenorphine","42_43","Female","Active_Noninjection",2.2898
"Buprenorphine","42_43","Female","Active_Injection",5.6707
"Buprenorphine","42_43","Female","Nonactive_Noninjection",2.3022
"Buprenorphine","42_43","Female","Nonactive_Injection",5.6192
"Buprenorphine","44_45","Male","Active_Noninjection",1.79
"Buprenorphine","44_45","Male","Active_Injection",4.4126
"Buprenorphine","44_45","Male","Nonactive_Noninjection",1.8261
"Buprenorphine","44_45","Male","Nonactive_Injection",4.5889
"Buprenorphine","44_45","Female","Active_Noninjection",2.2898
"Buprenorphine","44_45","Female","Active_Injection",5.6707
"Buprenorphine","44_45","Female","Nonactive_Noninjection",2.3022
"Buprenorphine","44_45","Female","Nonactive_Injection",5.6192
"Buprenorphine","46_47","Male","Active_Noninjection",1.79
"Buprenorphine","46_47","Male","Active_Injection",4.4126
"Buprenorphine","46_47","Male","Nonactive_Noninjection",1.8261
"Buprenorphine","46_47","Male","Nonactive_Injection",4.5889
"Buprenorphine","46_47","Female","Active_Noninjection",2.2898
"Buprenorphine","46_47","Female","Active_Injection",5.6707
"Buprenorphine","46_47","Female","Nonactive_Noninjection",2.3022
"Buprenorphine","46_47","Female","Nonactive_Injection",5.6192
"Buprenorphine","48_49","Male","Active_Noninjection",1.79
"Buprenorphine","48_49","Male","Active_Injection",4.4126
"Buprenorphine","48_49","Male","Nonactive_Noninjection",1.8261
"Buprenorphine","48_49","Male","Nonactive_Injection",4.5889
"Buprenorphine","48_49","Female","Active_Noninjection",2.2898
"Buprenorphine","48_49","Female","Active_Injection",5.6707
"Buprenorphine","48_49","Female","Nonactive_Noninjection",2.3022
"Buprenorphine","48_49","Female","Nonactive_Injection",5.6192
"Buprenorphine","50_51","Male","Active_Noninjection",1.79
"Buprenorphine","50_51","Male","Active_Injection",4.4126
"Buprenorphine","50_51","Male","Nonactive_Noninjection",1.8261
"Buprenorphine","50_51","Male","Nonactive_Injection",4.5889
"Buprenorphine","50_51","Female","Active_Noninjection",2.2898
"Buprenorphine","50_51","Female","Active_Injection",5.6707
"Buprenorphine","50_51","Female","Nonactive_Noninjection",2.3022
"Buprenorphine","50_51","Female","Nonactive_Injection",5.6192
"Buprenorphine","52_53","Male","Active_Noninjection",1.79
"Buprenorphine","52_53","Male","Active_Injection",4.4126
"Buprenorphine","52_53","Male","Nonactive_Noninjection",1.8261
"Buprenorphine","52_53","Male","Nonactive_Injection",4.5889
"Buprenorphine","52_53","Female","Active_Noninjection",2.2898
"Buprenorphine","52_53","Female","Active_Injection",5.6707
"Buprenorphine","52_53","Female","Nonactive_Noninjection",2.3022
"Buprenorphine","52_53","Female","Nonactive_Injection",5.6192
"Buprenorphine","54_55","Male","Active_Noninjection",1.79
"Buprenorphine","54_55","Male","Active_Injection",4.4126
"Buprenorphine","54_55","Male","Nonactive_Noninjection",1.8261
"Buprenorphine","54_55","Male","Nonactive_Injection",4.5889
"Buprenorphine","54_55","Female","Active_Noninjection",2.2898
"Buprenorphine","54_55","Female","Active_Injection",5.6707
"Buprenorphine","54_55","Female","Nonactive_Noninjection",2.3022
"Buprenorphine","54_55","Female","Nonactive_Injection",5.6192
"Buprenorphine","56_57","Male","Active_Noninjection",1.79
"Buprenorphine","56_57","Male","Active_Injection",4.4126
"Buprenorphine","56_57","Male","Nonactive_Noninjection",1.8261
"Buprenorphine","56_57","Male","Nonactive_Injection",4.5889
"Buprenorphine","56_57","Female","Active_Noninjection",2.2898
"Buprenorphine","56_57","Female","Active_Injection",5.6707
"Buprenorphine","56_57","Female","Nonactive_Noninjection",2.3022
"Buprenorphine","56_57","Female","Nonactive_Injection",5.6192
"Buprenorphine","58_59","Male","Active_Noninjection",1.79
"Buprenorphine","58_59","Male","Active_Injection",4.4126
"Buprenorphine","58_59","Male","Nonactive_Noninjection",1.8261
"Buprenorphine","58_59","Male","Nonactive_Injection",4.5889
"Buprenorphine","58_59","Female","Active_Noninjection",2.2898
"Buprenorphine","58_59","Female","Active_Injection",5.6707
"Buprenorphine","58_59","Female","Nonactive_Noninjection",2.3022
"Buprenorphine","58_59","Female","Nonactive_Injection",5.6192
"Buprenorphine","60_61","Male","Active_Noninjection",1.79
"Buprenorphine","60_61","Male","Active_Injection",4.4126
"Buprenorphine","60_61","Male","Nonactive_Noninjection",1.8261
"Buprenorphine","60_61","Male","Nonactive_Injection",4.5889
"Buprenorphine","60_61","Female","Active_Noninjection",2.2898
"Buprenorphine","60_61","Female","Active_Injection",5.6707
"Buprenorphine","60_61","Female","Nonactive_Noninjection",2.3022
"Buprenorphine","60_61","Female","Nonactive_Injection",5.6192
"Buprenorphine","62_63","Male","Active_Noninjection",1.79
"Buprenorphine","62_63","Male","Active_Injection",4.4126
"Buprenorphine","62_63","Male","Nonactive_Noninjection",1.8261
"Buprenorphine","62_63","Male","Nonactive_Injection",4.5889
"Buprenorphine","62_63","Female","Active_Noninjection",2.2898
"Buprenorphine","62_63","Female","Active_Injection",5.6707
"Buprenorphine","62_63","Female","Nonactive_Noninjection",2.3022
"Buprenorphine","62_63","Female","Nonactive_Injection",5.6192
"Buprenorphine","64_65","Male","Active_Noninjection",1.79
"Buprenorphine","64_65","Male","Active_Injection",4.4126
"Buprenorphine","64_65","Male","Nonactive_Noninjection",1.8261
"Buprenorphine","64_65","Male","Nonactive_Injection",4.5889
"Buprenorphine","64_65","Female","Active_Noninjection",2.2898
"Buprenorphine","64_65","Female","Active_Injection",5.6707
"Buprenorphine","64_65","Female","Nonactive_Noninjection",2.3022
"Buprenorphine","64_65","Female","Nonactive_Injection",5.6192
"Buprenorphine","66_67","Male","Active_Noninjection",1.79
"Buprenorphine","66_67","Male","Active_Injection",4.4126
"Buprenorphine","66_67","Male","Nonactive_Noninjection",1.8261
"Buprenorphine","66_67","Male","Nonactive_Injection",4.5889
"Buprenorphine","66_67","Female","Active_Noninjection",2.2898
"Buprenorphine","66_67","Female","Active_Injection",5.6707
"Buprenorphine","66_67","Female","Nonactive_Noninjection",2.3022
"Buprenorphine","66_67","Female","Nonactive_Injection",5.6192
"Buprenorphine","68_69","Male","Active_Noninjection",1.79
"Buprenorphine","68_69","Male","Active_Injection",4.4126
"Buprenorphine","68_69","Male","Nonactive_Noninjection",1.8261
"Buprenorphine","68_69","Male","Nonactive_Injection",4.5889
"Buprenorphine","68_69","Female","Active_Noninjection",2.2898
"Buprenorphine","68_69","Female","Active_Injection",5.6707
"Buprenorphine","68_69","Female","Nonactive_Noninjection",2.3022
"Buprenorphine","68_69","Female","Nonactive_Injection",5.6192
"Buprenorphine","70_71","Male","Active_Noninjection",1.79
"Buprenorphine","70_71","Male","Active_Injection",4.4126
"Buprenorphine","70_71","Male","Nonactive_Noninjection",1.8261
"Buprenorphine","70_71","Male","Nonactive_Injection",4.5889
"Buprenorphine","70_71","Female","Active_Noninjection",2.2898
"Buprenorphine","70_71","Female","Active_Injection",5.6707
"Buprenorphine","70_71","Female","Nonactive_Noninjection",2.3022
"Buprenorphine","70_71","Female","Nonactive_Injection",5.6192
"Buprenorphine","72_73","Male","Active_Noninjection",1.79
"Buprenorphine","72_73","Male","Active_Injection",4.4126
"Buprenorphine","72_73","Male","Nonactive_Noninjection",1.8261
"Buprenorphine","72_73","Male","Nonactive_Injection",4.5889
"Buprenorphine","72_73","Female","Active_Noninjection",2.2898
"Buprenorphine","72_73","Female","Active_Injection",5.6707
"Buprenorphine","72_73","Female","Nonactive_Noninjection",2.3022
"Buprenorphine","72_73","Female","Nonactive_Injection",5.6192
"Buprenorphine","74_75","Male","Active_Noninjection",1.79
"Buprenorphine","74_75","Male","Active_Injection",4.4126
"Buprenorphine","74_75","Male","Nonactive_Noninjection",1.8261
"Buprenorphine","74_75","Male","Nonactive_Injection",4.5889
"Buprenorphine","74_75","Female","Active_Noninjection",2.2898
"Buprenorphine","74_75","Female","Active_Injection",5.6707
"Buprenorphine","74_75","Female","Nonactive_Noninjection",2.3022
"Buprenorphine","74_75","Female","Nonactive_Injection",5.6192
"Buprenorphine","76_77","Male","Active_Noninjection",1.79
"Buprenorphine","76_77","Male","Active_Injection",4.4126
"Buprenorphine","76_77","Male","Nonactive_Noninjection",1.8261
"Buprenorphine","76_77","Male","Nonactive_Injection",4.5889
"Buprenorphine","76_77","Female","Active_Noninjection",2.2898
"Buprenorphine","76_77","Female","Active_Injection",5.6707
"Buprenorphine","76_77","Female","Nonactive_Noninjection",2.3022
"Buprenorphine","76_77","Female","Nonactive_Injection",5.6192
"Buprenorphine","78_79","Male","Active_Noninjection",1.79
"Buprenorphine","78_79","Male","Active_Injection",4.4126
"Buprenorphine","78_79","Male","Nonactive_Noninjection",1.8261
"Buprenorphine","78_79","Male","Nonactive_Injection",4.5889
"Buprenorphine","78_79","Female","Active_Noninjection",2.2898
"Buprenorphine","78_79","Female","Active_Injection",5.6707
"Buprenorphine","78_79","Female","Nonactive_Noninjection",2.3022
"Buprenorphine","78_79","Female","Nonactive_Injection",5.6192
"Buprenorphine","80_81","Male","Active_Noninjection",1.79
"Buprenorphine","80_81","Male","Active_Injection",4.4126
"Buprenorphine","80_81","Male","Nonactive_Noninjection",1.8261
"Buprenorphine","80_81","Male","Nonactive_Injection",4.5889
"Buprenorphine","80_81","Female","Active_Noninjection",2.2898
"Buprenorphine","80_81","Female","Active_Injection",5.6707
"Buprenorphine","80_81","Female","Nonactive_Noninjection",2.3022
"Buprenorphine","80_81","Female","Nonactive_Injection",5.6192
"Buprenorphine","82_83","Male","Active_Noninjection",1.79
"Buprenorphine","82_83","Male","Active_Injection",4.4126
"Buprenorphine","82_83","Male","Nonactive_Noninjection",1.8261
"Buprenorphine","82_83","Male","Nonactive_Injection",4.5889
"Buprenorphine","82_83","Female","Active_Noninjection",2.2898
"Buprenorphine","82_83","Female","Active_Injection",5.6707
"Buprenorphine","82_83","Female","Nonactive_Noninjection",2.3022
"Buprenorphine","82_83","Female","Nonactive_Injection",5.6192
"Buprenorphine","84_85","Male","Active_Noninjection",1.79
"Buprenorphine","84_85","Male","Active_Injection",4.4126
"Buprenorphine","84_85","Male","Nonactive_Noninjection",1.8261
"Buprenorphine","84_85","Male","Nonactive_Injection",4.5889
"Buprenorphine","84_85","Female","Active_Noninjection",2.2898
"Buprenorphine","84_85","Female","Active_Injection",5.6707
"Buprenorphine","84_85","Female","Nonactive_Noninjection",2.3022
"Buprenorphine","84_85","Female","Nonactive_Injection",5.6192
"Buprenorphine","86_87","Male","Active_Noninjection",1.79
"Buprenorphine","86_87","Male","Active_Injection",4.4126
"Buprenorphine","86_87","Male","Nonactive_Noninjection",1.8261
"Buprenorphine","86_87","Male","Nonactive_Injection",4.5889
"Buprenorphine","86_87","Female","Active_Noninjection",2.2898
"Buprenorphine","86_87","Female","Active_Injection",5.6707
"Buprenorphine","86_87","Female","Nonactive_Noninjection",2.3022
"Buprenorphine","86_87","Female","Nonactive_Injection",5.6192
"Buprenorphine","88_89","Male","Active_Noninjection",1.79
"Buprenorphine","88_89","Male","Active_Injection",4.4126
"Buprenorphine","88_89","Male","Nonactive_Noninjection",1.8261
"Buprenorphine","88_89","Male","Nonactive_Injection",4.5889
"Buprenorphine","88_89","Female","Active_Noninjection",2.2898
"Buprenorphine","88_89","Female","Active_Injection",5.6707
"Buprenorphine","88_89","Female","Nonactive_Noninjection",2.3022
"Buprenorphine","88_89","Female","Nonactive_Injection",5.6192
"Buprenorphine","90_91","Male","Active_Noninjection",1.79
"Buprenorphine","90_91","Male","Active_Injection",4.4126
"Buprenorphine","90_91","Male","Nonactive_Noninjection",1.8261
"Buprenorphine","90_91","Male","Nonactive_Injection",4.5889
"Buprenorphine","90_91","Female","Active_Noninjection",2.2898
"Buprenorphine","90_91","Female","Active_Injection",5.6707
"Buprenorphine","90_91","Female","Nonactive_Noninjection",2.3022
"Buprenorphine","90_91","Female","Nonactive_Injection",5.6192
"Buprenorphine","92_93","Male","Active_Noninjection",1.79
"Buprenorphine","92_93","Male","Active_Injection",4.4126
"Buprenorphine","92_93","Male","Nonactive_Noninjection",1.8261
"Buprenorphine","92_93","Male","Nonactive_Injection",4.5889
"Buprenorphine","92_93","Female","Active_Noninjection",2.2898
"Buprenorphine","92_93","Female","Active_Injection",5.6707
"Buprenorphine","92_93","Female","Nonactive_Noninjection",2.3022
"Buprenorphine","92_93","Female","Nonactive_Injection",5.6192
"Buprenorphine","94_95","Male","Active_Noninjection",1.79
"Buprenorphine","94_95","Male","Active_Injection",4.4126
"Buprenorphine","94_95","Male","Nonactive_Noninjection",1.8261
"Buprenorphine","94_95","Male","Nonactive_Injection",4.5889
"Buprenorphine","94_95","Female","Active_Noninjection",2.2898
"Buprenorphine","94_95","Female","Active_Injection",5.6707
"Buprenorphine","94_95","Female","Nonactive_Noninjection",2.3022
"Buprenorphine","94_95","Female","Nonactive_Injection",5.6192
"Buprenorphine","96_97","Male","Active_Noninjection",1.79
"Buprenorphine","96_97","Male","Active_Injection",4.4126
"Buprenorphine","96_97","Male","Nonactive_Noninjection",1.8261
"Buprenorphine","96_97","Male","Nonactive_Injection",4.5889
"Buprenorphine","96_97","Female","Active_Noninjection",2.2898
"Buprenorphine","96_97","Female","Active_Injection",5.6707
"Buprenorphine","96_97","Female","Nonactive_Noninjection",2.3022
"Buprenorphine","96_97","Female","Nonactive_Injection",5.6192
"Buprenorphine","98_99","Male","Active_Noninjection",1.79
"Buprenorphine","98_99","Male","Active_Injection",4.4126
"Buprenorphine","98_99","Male","Nonactive_Noninjection",1.8261
"Buprenorphine","98_99","Male","Nonactive_Injection",4.5889
"Buprenorphine","98_99","Female","Active_Noninjection",2.2898
"Buprenorphine","98_99","Female","Active_Injection",5.6707
"Buprenorphine","98_99","Female","Nonactive_Noninjection",2.3022
"Buprenorphine","98_99","Female","Nonactive_Injection",5.6192
"Naltrexone","10_11","Male","Active_Noninjection",1.79
"Naltrexone","10_11","Male","Active_Injection",4.4126
"Naltrexone","10_11","Male","Nonactive_Noninjection",1.8261
"Naltrexone","10_11","Male","Nonactive_Injection",4.5889
"Naltrexone","10_11","Female","Active_Noninjection",2.2898
"Naltrexone","10_11","Female","Active_Injection",5.6707
"Naltrexone","10_11","Female","Nonactive_Noninjection",2.3022
"Naltrexone","10_11","Female","Nonactive_Injection",5.6192
"Naltrexone","12_13","Male","Active_Noninjection",1.79
"Naltrexone","12_13","Male","Active_Injection",4.4126
"Naltrexone","12_13","Male","Nonactive_Noninjection",1.8261
"Naltrexone","12_13","Male","Nonactive_Injection",4.5889
"Naltrexone","12_13","Female","Active_Noninjection",2.2898
"Naltrexone","12_13","Female","Active_Injection",5.6707
"Naltrexone","12_13","Female","Nonactive_Noninjection",2.3022
"Naltrexone","12_13","Female","Nonactive_Injection",5.6192
"Naltrexone","14_15","Male","Active_Noninjection",1.79
"Naltrexone","14_15","Male","Active_Injection",4.4126
"Naltrexone","14_15","Male","Nonactive_Noninjection",1.8261
"Naltrexone","14_15","Male","Nonactive_Injection",4.5889
"Naltrexone","14_15","Female","Active_Noninjection",2.2898
"Naltrexone","14_15","Female","Active_Injection",5.6707
"Naltrexone","14_15","Female","Nonactive_Noninjection",2.3022
"Naltrexone","14_15","Female","Nonactive_Injection",5.6192
"Naltrexone","16_17","Male","Active_Noninjection",1.79
"Naltrexone","16_17","Male","Active_Injection",4.4126
"Naltrexone","16_17","Male","Nonactive_Noninjection",1.8261
"Naltrexone","16_17","Male","Nonactive_Injection",4.5889
